index,Club,National_id,Club_Position,Club_Kit,Club_Joining
8462,Preston,a9,LCB,23,05/01/2012
8463,Crdoba CF,a8,Sub,14,08/17/2016
8464,Bristol City,a9,RB,2,07/01/2014
8465,Northampton,a9,Sub,4,09/01/2016
8466,Stade de Reims,a7,Sub,6,07/02/2012
8467,Chiapas,a14,Sub,34,02/01/2017
8468,Chesterfield,a9,Sub,1,01/01/2008
8469,Preston,a9,Res,15,07/01/2014
8470,Bristol City,a9,Sub,1,06/26/2013
8471,Blackpool,a9,LB,3,07/01/2016
8473,Atlas,a15,Sub,30,06/05/2014
8474,Chiapas,a15,Res,4,06/10/2015
8475,Gillingham,a9,LWB,14,07/06/2016
8477,Oxford United,a30,Sub,10,02/01/2016
8478,Unin,a5,Sub,10,01/05/2017
8479,FC Orenburg,a25,Sub,5,06/09/2015
8480,CD Everton,a13,GK,31,06/24/2016
8482,FC Nordsjlland,a33,Sub,11,06/20/2016
8483,Banfield,a5,RCB,25,01/13/2016
8484,Arka Gdynia,a12,Sub,3,06/07/2012
8486,Wolfsberger AC,a1,Sub,11,07/01/2011
8487,LA Galaxy,a26,Sub,1,12/15/2015
8488,Walsall,a9,LCB,4,06/21/2014
8489,ES Troyes AC,a7,LM,8,06/22/2012
8490,Burton Albion,a9,Sub,19,01/04/2017
8492,UCAM Murcia,a1,GK,1,01/10/2016
8493,KVC Westerlo,a4,RDM,8,10/03/2013
8496,Melbourne City,a38,RCM,8,07/18/2016
8497,Kayserispor,a16,RB,42,06/10/2016
8498,Stabk Fotball,a33,RB,2,01/24/2017
8499,Millwall,a24,LS,20,08/04/2015
8500,Puebla,a15,Sub,12,07/01/2013
8501,Chiapas,a15,Res,8,07/01/2014
8503,Union Berlin,a2,LB,29,01/30/2009
8504,Dijon FCO,a7,Sub,7,08/31/2014
8505,RC Strasbourg,a7,Sub,13,07/01/2015
8506,Len,a15,Sub,26,01/01/2009
8507,Veracruz,a15,GK,13,07/01/2013
8508,Bolton,a9,RCM,21,06/01/2011
8509,IFK Gteborg,a45,RM,11,01/01/2014
8510,Santa Fe,a5,Sub,14,02/11/2016
8511,Standard Lige,a4,Sub,30,02/02/2015
8513,UCAM Murcia,a1,RM,10,08/30/2016
8514,Motherwell,a38,LS,77,02/26/2015
8515,Montreal Impact,a44,CAM,8,01/16/2017
8516,Lechia Gdask,a12,Sub,3,01/05/2015
8517,Lechia Gdask,a12,Sub,23,01/09/2015
8518,FC Midtjylland,a42,Sub,6,06/20/2016
8519,Cham. Niortais,a7,Sub,27,06/22/2016
8520,ES Troyes AC,a39,Sub,12,09/05/2014
8521,Viking FK,a33,GK,1,01/01/2014
8522,FC Kbenhavn,a33,Sub,2,06/20/2014
8523,Lechia Gdask,a12,Sub,10,01/22/2015
8524,FC Ural,a25,LCB,12,01/01/2009
8526,RCD Mallorca,a1,GK,13,07/09/2014
8527,Real Valladolid,a1,Sub,11,07/21/2015
8528,UCAM Murcia,a1,LM,23,07/08/2016
8529,UCAM Murcia,a1,LDM,22,07/16/2014
8530,Akhisarspor,a16,RM,29,01/06/2017
8531,Unin,a5,Sub,21,01/27/2015
8532,Temperley,a5,RCB,6,07/01/2012
8533,Adelaide United,a5,LCM,10,08/01/2012
8534,Rosario Central,a5,RM,4,06/21/2011
8535,River Plate,a5,Sub,25,07/07/2016
8536,Vlez Sarsfield,a5,RB,5,07/01/2008
8537,Envigado,a14,Sub,5,07/01/2010
8538,Viking FK,a17,Sub,8,01/20/2017
8539,Silkeborg IF,a17,RCB,14,01/01/2009
8540,Doncaster,a9,LCB,6,01/06/2015
8541,Rosario Central,a5,Res,19,01/24/2015
8542,Ventforet Kofu,a3,LS,9,01/25/2017
8543,Clermont Foot,a7,LB,17,06/30/2015
8544,Puebla,a15,RCM,28,06/05/2014
8545,Tijuana,a15,Sub,29,01/01/2017
8546,Burton Albion,a9,Sub,8,07/18/2014
8547,Burton Albion,a9,Sub,11,07/25/2016
8548,Arminia Bielefeld,a2,Sub,23,07/14/2014
8549,Karlsruher SC,a2,Res,4,07/01/2012
8550,Oldham Athletic,a9,Sub,4,06/10/2014
8551,Vicenza,a8,Res,33,02/27/2017
8555,Brighton,a42,Sub,1,07/06/2015
8556,Rotherham Utd,a30,Res,5,06/09/2014
8557,Angers SCO,a7,Sub,6,01/25/2016
8558,Akhisarspor,a16,Sub,35,07/08/2015
8559,Rochdale,a9,ST,40,02/26/2013
8560,GFC Ajaccio,a7,RM,6,06/10/2014
8561,Elche CF,a1,Sub,5,08/08/2015
8562,BSC Young Boys,a18,Sub,1,07/01/1998
8563,SD Huesca,a1,Sub,23,09/23/2016
8564,Red Star FC,a7,Res,16,06/27/2015
8565,St. Johnstone,a40,Sub,1,07/01/2011
8566,WisÇa Krakw,a12,Sub,24,07/15/2016
8567,Frosinone,a8,Res,7,08/01/2011
8568,Erzgebirge Aue,a2,Sub,34,10/11/2016
8569,Panathinaikos,a23,Res,1,07/01/2011
8570,Rio Ave,a6,Sub,14,01/01/2011
8571,Charlton Ath,a9,Sub,6,01/04/2016
8572,Viborg FF,a17,RM,11,07/01/2015
8573,IK Start,a33,GK,1,01/01/2013
8574,Hearts,a30,RM,15,02/01/2016
8575,Notts County,a9,Sub,44,01/31/2017
8576,Southampton,a9,Res,28,08/27/2016
8577,Oldham Athletic,a9,RCB,26,07/19/2016
8578,Lillestrm SK,a33,LCB,13,07/03/2002
8579,FK Bod/Glimt,a33,LW,30,01/22/2014
8581,PEC Zwolle,a4,Sub,16,07/01/2013
8582,FC Kbenhavn,a21,Sub,15,07/28/2014
8584,Hammarby IF,a21,LM,10,02/23/2014
8585,Sparta R'dam,a10,RCB,5,04/21/2015
8586,SC Braga,a6,Res,75,07/01/2016
8587,Chaves,a3,Sub,92,01/30/2017
8588,Orlando Pirates,a37,Res,28,01/27/2017
8590,Al Faisaly,a32,ST,22,01/29/2017
8591,Puebla,a11,Sub,10,01/01/2017
8593,Tondela,a35,RCB,24,01/17/2017
8596,Millonarios,a14,Sub,21,01/11/2017
8597,FC Dallas,a29,Sub,6,12/14/2016
8598,RCD Espanyol,a1,Res,30,07/01/2016
8599,PSV,a10,Res,50,07/01/2015
8600,UD Las Palmas,a35,Res,39,07/01/2014
8603,Free Agents,a29,Res,99,01/01/2016
8604,Liverpool,a9,Res,53,07/01/2014
8605,Free Agents,a45,Res,99,01/01/2015
8606,Internacional,a3,Sub,18,02/01/2016
8607,So Paulo,a3,RAM,8,02/01/2016
8608,Ponte Preta,a3,CAM,10,02/01/2016
8609,Sport,a3,Sub,14,02/01/2016
8610,Internacional,a3,Sub,17,01/01/2016
8611,Grmio,a3,Sub,17,02/01/2016
8613,Rafaela,a5,RM,8,07/01/2016
8614,Rayo Vallecano,a1,Res,27,07/01/2016
8615,Monterrey,a15,Res,97,07/01/2016
8617,Real Sociedad,a15,Res,30,07/01/2014
8618,AS Monaco,a7,Sub,40,09/01/2015
8620,RC Strasbourg,a7,RCB,22,07/01/2014
8621,UD Las Palmas,a1,Res,28,07/01/2015
8622,Santa Fe,a27,LM,22,01/01/2015
8623,Lans,a5,Sub,25,07/01/2016
8624,V. Setbal,a6,Sub,2,07/20/2016
8625,Moreirense,a3,Sub,91,07/16/2016
8626,Tondela,a6,Sub,20,07/01/2014
8628,Godoy Cruz,a5,Sub,35,07/15/2016
8629,Quilmes,a5,RM,29,07/01/2015
8630,Vicenza,a8,RM,20,07/01/2013
8631,Wanderers,a13,LCB,5,07/01/2016
8632,Sarand ,a5,Sub,8,01/01/2012
8633,Elche CF,a1,RB,27,07/11/2016
8634,RC Strasbourg,a7,CDM,6,01/01/2013
8636,Olympiakos CFP,a23,Sub,52,07/01/2014
8637,Boavista,a6,Res,61,07/01/2016
8638,Stade Rennais,a7,Res,31,07/01/2015
8639,SV Sandhausen,a2,LS,9,07/01/2016
8642,Orlando Pirates,a37,Sub,45,06/29/2016
8645,Belenenses,a6,Sub,4,07/20/2016
8647,Amiens SC,a7,RDM,8,06/29/2015
8648,FC Orenburg,a25,Res,9,01/01/2010
8650,Tondela,a3,ST,99,05/23/2016
8651,Lyngby BK,a17,CAM,10,01/26/2016
8652,CA Talleres,a5,RCM,10,01/01/2014
8653,Adanaspor,a16,Sub,27,07/01/2011
8654,Wrzburger Kickers,a2,Sub,16,07/01/2015
8655,Wrzburger Kickers,a2,Sub,7,07/01/2016
8656,Dynamo Dresden,a2,Sub,18,07/01/2014
8657,Erzgebirge Aue,a2,Sub,20,07/01/2015
8658,San Lorenzo,a27,Sub,26,01/18/2017
8659,Atl. Paranaense,a3,Sub,14,01/01/2016
8660,Cricima,a3,Sub,16,01/01/2016
8661,Vasco da Gama,a3,Sub,14,01/01/2016
8662,Vasco da Gama,a3,LB,5,01/01/2016
8663,Ava ,a3,Sub,17,01/01/2016
8664,Cricima,a3,LB,5,01/01/2016
8666,F. Dsseldorf,a2,LCB,32,04/17/2016
8667,Sassuolo,a8,Res,98,01/01/2016
8668,Strmsgodset IF,a33,LCB,5,08/01/2016
8669,Racing Club,a5,Sub,6,02/28/2016
8670,Toluca,a15,Sub,9,02/27/2016
8677,Admira Wacker,a18,ST,14,01/01/2016
8682,Gamba Osaka,a3,CB,3,01/06/2017
8684,FC Ural,a25,Sub,77,01/18/2016
8685,Patronato,a5,RB,4,07/01/2012
8686,Rafaela,a11,Res,15,01/01/2016
8688,Banfield,a5,Res,28,01/01/2016
8689,SV Darmstadt,a2,Res,2,07/01/2014
8693,Newell's,a11,Sub,15,07/01/2011
8696,Kawasaki Front.,a3,Sub,23,01/02/2017
8698,Kashiwa Reysol,a3,Sub,20,01/07/2017
8701,Atltico Madrid,a3,Sub,28,02/02/2016
8705,Hertha BSC,a3,Sub,20,09/02/2015
8706,Al. Petrolera,a14,RDM,8,12/21/2015
8707,NYCFC,a9,RW,11,01/14/2016
8708,AIK,a21,RWB,21,01/07/2016
8709,Chicago Fire,a26,RCB,16,01/14/2016
8710,FC Sochaux,a7,GK,16,12/02/2015
8711,Åguilas Doradas,a14,Sub,20,01/19/2016
8712,V. Guimares,a37,Res,94,07/01/2015
8713,Valencia CF,a1,Res,27,11/20/2015
8714,G. La Plata,a5,Sub,38,11/07/2015
8715,Fl. Varela,a5,Sub,28,11/08/2015
8716,FC Porto,a6,Sub,24,07/01/2015
8717,SL Benfica,a6,Res,70,08/01/2016
8718,Nott'm Forest,a6,RM,17,07/01/2015
8719,Real Zaragoza,a1,Sub,37,08/16/2015
8720,Elche CF,a1,Res,31,07/01/2015
8721,1. FC Nrnberg,a2,Sub,29,09/13/2015
8722,Chiapas,a27,RCB,24,06/20/2016
8723,Unin,a5,Sub,14,01/01/2015
8724,Sassuolo,a8,Res,39,09/03/2015
8725,Philadelphia,a26,Sub,22,02/02/2017
8727,Envigado,a14,Sub,11,08/31/2015
8729,Stade Rennais,a7,Res,34,08/22/2015
8731,Bursaspor,a16,Sub,12,07/08/2016
8732,Vasco da Gama,a3,LS,11,02/01/2015
8733,Sport,a3,Sub,15,02/01/2015
8734,Santos,a3,Sub,20,02/01/2015
8735,Palmeiras,a3,Sub,19,08/22/2016
8736,Vitria,a3,Sub,16,06/02/2016
8737,A. Minas G.,a3,Sub,18,02/01/2013
8738,Vitria,a3,LCB,4,12/29/2015
8739,Cricima,a3,LCB,4,02/01/2015
8740,Vitria,a3,RB,2,02/01/2015
8741,Santos,a3,Sub,19,02/01/2013
8742,Grmio,a3,Sub,16,08/22/2016
8743,A. Minas G.,a3,Sub,17,01/01/2015
8744,Botafogo,a3,Sub,19,06/02/2016
8745,Atltico Mineiro,a3,Sub,16,02/03/2016
8746,Botafogo,a3,RCM,7,01/01/2015
8747,Figueirense,a3,Sub,17,01/14/2016
8748,Chapecoense,a3,Sub,17,02/17/2016
8749,A. Minas G.,a3,Sub,16,12/29/2015
8750,Chapecoense,a3,Sub,16,01/01/2014
8751,Cruzeiro,a3,Sub,12,01/01/2015
8752,Cruzeiro,a3,GK,1,08/31/2016
8753,Tours FC,a7,CAM,8,06/16/2015
8754,AS Saint-tienne,a7,Res,1,05/26/2015
8755,Everton,a9,CAM,26,09/20/2015
8756,Konyaspor,a16,Sub,61,08/21/2014
8757,Red Star FC,a7,Sub,3,07/27/2016
8758,Roma,a3,Sub,30,07/11/2016
8759,Ipswich,a9,Sub,29,08/06/2014
8760,CD Everton,a13,Sub,26,07/01/2014
8761,RC Lens,a7,RCB,2,09/14/2016
8762,Deportivo Cali,a14,Sub,21,06/19/2015
8764,Atl. Nacional,a14,Sub,16,07/01/2016
8765,Unin Espaola,a13,Sub,2,07/16/2015
8766,AD Alcorcn,a32,Sub,5,07/01/2015
8767,San Juan,a5,LM,32,07/09/2014
8768,Fl. Varela,a5,Sub,26,08/21/2014
8769,Depor. Iquique,a13,RB,17,01/01/2013
8770,San Luis,a13,RDM,31,07/01/2016
8771,San Luis,a13,Sub,14,01/01/2011
8772,Uni. Concepcin,a13,Res,14,01/01/2011
8773,1. FC Heidenheim,a2,RM,38,07/01/2015
8774,CD Antofagasta,a13,Res,23,06/14/2016
8776,CD Cobresal,a13,Sub,17,06/17/2015
8777,V. Guimares,a6,Res,23,01/01/2015
8778,Piast Gliwice,a12,Sub,44,06/10/2015
8781,Nmes Olympique,a7,Sub,10,06/23/2016
8782,CD Lugo,a1,Sub,19,07/01/2016
8783,SV Mattersburg,a1,LDM,10,07/01/2014
8784,Adanaspor,a16,Sub,1,07/01/2014
8785,Villarreal CF,a5,Res,31,07/01/2015
8786,FC Ufa,a25,CB,17,07/20/2016
8787,Racing Club,a5,Sub,19,01/01/2015
8789,NYCFC,a26,Sub,27,05/02/2015
8791,Le Havre AC,a7,LB,3,04/24/2015
8793,Rafaela,a5,Res,10,01/01/2015
8794,FK Bod/Glimt,a33,ST,7,03/31/2015
8795,FC Barcelona,a1,Res,34,07/01/2015
8798,Kaizer Chiefs,a37,Sub,4,06/23/2015
8799,Aarhus GF,a38,LM,16,08/08/2013
8800,Greuther Frth,a18,Sub,4,07/01/2016
8801,Ind. Santa Fe,a14,Res,5,02/22/2015
8803,Northampton,a9,Sub,7,02/02/2015
8804,Oxford United,a9,Sub,28,08/31/2016
8805,Sparta R'dam,a10,Sub,17,07/01/2016
8806,BK Hcken,a21,Sub,27,01/28/2015
8807,Puebla,a5,RS,25,01/06/2016
8808,AD Alcorcn,a1,Sub,20,07/01/2014
8809,Scunthorpe Utd,a10,Sub,10,01/31/2015
8811,ZagÇbie Lubin,a12,Sub,6,02/28/2017
8812,Cortulu ,a14,CAM,10,01/07/2015
8813,Jaguares,a14,RDM,8,01/01/2013
8814,Aytemiz Alanyaspor,a16,LB,3,07/28/2016
8815,Sporting KC,a26,Sub,17,01/15/2015
8816,Valenciennes FC,a7,RM,6,07/01/2015
8817,SJ Earthquakes,a26,RCM,27,01/15/2015
8818,Celta Vigo,a1,Res,28,07/01/2014
8819,CD Cobresal,a5,RCB,2,06/26/2016
8821,AC Ajaccio,a7,Sub,19,08/31/2016
8822,a18 Wien,a3,LM,95,08/25/2015
8823,FC Groningen,a10,RCM,12,12/31/2014
8825,San Juan,a5,Sub,25,01/05/2016
8826,Mar del Plata,a5,GK,23,06/01/2014
8827,stersunds FK,a21,LCB,31,08/07/2015
8828,FC Lausanne,a11,Sub,10,01/06/2015
8829,Fenerbahe,a16,Res,15,06/04/2012
8831,Malm FF,a21,Sub,31,01/01/2015
8832,Borgocalcio,a8,Sub,30,07/01/2014
8833,Veracruz,a5,Res,24,01/01/2015
8834,Montreal Impact,a5,Res,14,01/01/2014
8835,Hellas Verona,a7,Sub,23,07/01/2013
8836,Trabzonspor,a16,Res,96,08/26/2014
8838,RC Deportivo,a1,Res,26,07/19/2016
8839,Braunschweig,a2,RB,24,12/02/2014
8840,Tours FC,a7,Sub,12,11/21/2014
8841,Sevilla Atlt.,a14,Sub,20,07/01/2016
8843,Wanderers,a27,RCB,2,10/23/2014
8844,Reading,a9,Sub,32,01/13/2015
8845,Santos Laguna,a14,Res,20,06/14/2016
8846,CD Huachipato,a13,Sub,13,08/10/2014
8847,Once Caldas,a14,LCB,3,08/10/2014
8848,Real Sociedad,a1,Res,13,07/23/2012
8849,RC Lens,a7,RM,20,07/02/2016
8850,Cesena,a8,Sub,24,08/01/2014
8851,Angers SCO,a7,Sub,22,07/01/2015
8852,Celta Vigo,a1,Res,26,07/01/2013
8853,La Equidad,a14,RB,21,01/15/2016
8856,AJ Auxerre,a7,Sub,8,01/01/2014
8857,Stade de Reims,a7,CAM,14,06/22/2016
8858,Bari,a8,RCM,21,01/23/2017
8859,Free Agents,a46,Res,99,01/01/2011
8860,Brentford,a9,LB,22,08/31/2016
8861,AIK,a42,CB,15,07/24/2014
8862,Eint. Frankfurt,a2,Res,24,01/08/2016
8863,Once Caldas,a14,Sub,10,12/19/2016
8864,Envigado,a14,RCB,21,07/03/2014
8865,Newell's,a5,Sub,17,08/12/2013
8866,Quilmes,a5,LB,7,01/04/2016
8867,Grnik Åczna,a3,LB,2,07/01/2015
8868,Kilmarnock,a33,LCB,20,06/15/2016
8869,SV Sandhausen,a2,LB,4,07/01/2015
8870,ADO Den Haag,a10,RB,28,05/28/2014
8871,Celta Vigo,a1,Res,32,06/30/2013
8872,Brentford,a1,LM,47,01/31/2017
8873,FC Barcelona,a1,Res,26,07/01/2014
8874,CD Lugo,a5,Sub,17,01/31/2017
8877,Gaziantepspor,a16,RB,26,07/05/2014
8879,CD Antofagasta,a13,RW,19,06/07/2016
8880,Jun n,a11,Sub,20,01/09/2016
8881,PSV,a10,Sub,45,07/01/2016
8882,Grnik Åczna,a12,ST,18,07/01/2015
8883,Cham. Niortais,a7,RB,6,06/23/2014
8884,Feyenoord,a10,Res,31,01/01/2014
8885,CD M a76ds,a1,RCB,15,07/20/2015
8887,SCR Altach,a18,RCB,23,09/03/2012
8888,Karabkspor,a16,Sub,7,07/23/2016
8889,lsk WrocÇaw,a2,Sub,9,08/19/2016
8890,Excelsior,a10,Sub,18,06/30/2013
8892,Rayo Vallecano,a5,Res,16,01/01/2014
8893,Trabzonspor,a16,Sub,35,02/02/2015
8894,Genlerbirlii,a10,Sub,4,07/12/2013
8896,Free Agents,a46,Res,99,01/01/2013
8897,RCD Mallorca,a1,Sub,24,04/11/2014
8898,Deportivo Cali,a14,Sub,28,02/14/2015
8899,Sunderland,a26,Res,46,06/12/2012
8900,Valencia CF,a1,Res,35,07/01/2013
8901,La Equidad,a14,Sub,20,12/19/2016
8902,Orlando City,a26,Res,29,03/12/2014
8903,Aytemiz Alanyaspor,a16,Res,4,07/28/2016
8904,Free Agents,a34,Res,99,09/08/2014
8906,Sarand ,a27,Sub,14,07/25/2016
8907,Sheffield Utd,a30,Sub,8,01/01/2014
8908,Vissel Kobe,a3,Res,26,01/16/2017
8910,HJK Helsinki,a14,ST,11,12/12/2016
8911,Real Salt Lake,a9,RDM,19,01/21/2014
8912,Rosenborg BK,a33,Sub,25,01/08/2017
8914,SK Brann,a33,CDM,23,07/20/2015
8915,AIK,a42,Sub,11,01/07/2016
8917,Manchester City,a7,Res,68,07/01/2014
8918,Roda JC,a7,Sub,29,02/02/2015
8919,CD Everton,a13,RCB,32,07/04/2014
8920,CF Reus Deportiu,a6,Sub,10,01/27/2015
8921,Necaxa,a15,Res,15,07/01/2014
8922,Girona CF,a1,Sub,20,08/14/2014
8923,Orlando City,a14,RS,11,01/01/2015
8924,RSC Anderlecht,a4,Res,47,11/10/2013
8925,FC Sochaux,a7,RCM,21,10/20/2013
8926,Godoy Cruz,a27,LCB,6,02/16/2017
8927,Cittadella,a8,LCB,6,07/01/2014
8929,RCD Espanyol,a1,Res,32,12/17/2015
8930,Jun n,a5,Res,10,07/27/2013
8932,GFC Ajaccio,a7,Sub,12,08/31/2015
8933,Belgrano,a5,Sub,3,09/03/2013
8935,Patriotas,a14,Sub,4,01/06/2017
8936,Jaguares,a14,Sub,24,01/07/2017
8938,Chaves,a6,Sub,4,07/01/2015
8939,CD Palestino,a13,Sub,6,05/19/2012
8940,CD O'Higgins,a13,Sub,8,09/28/2013
8941,Hearts,a30,Sub,11,07/01/2012
8942,Uni. Catlica,a13,Sub,5,10/27/2012
8943,Vlez Sarsfield,a5,Res,18,01/01/2013
8944,Crotone,a8,Sub,18,08/17/2015
8945,Avellino,a8,Sub,1,07/01/2013
8946,Parque Patricios,a5,Sub,7,07/19/2016
8947,Atltico Bucaramanga,a14,LB,32,01/01/2014
8948,CD Antofagasta,a5,GK,1,01/31/2017
8950,N.E.C.,a2,RWB,2,07/18/2016
8951,Atltico Bucaramanga,a14,Sub,16,02/01/2012
8952,Uni. Catlica,a13,Sub,7,07/26/2013
8953,CD O'Higgins,a13,Sub,6,07/28/2013
8954,Free Agents,a29,Res,99,07/01/2016
8955,Jun n,a5,Sub,3,01/14/2015
8956,Nacional,a6,RDM,20,07/01/2016
8957,Millonarios,a14,LM,29,12/21/2016
8958,CD Palestino,a13,CAM,26,05/13/2012
8960,Uni. Concepcin,a27,LCB,4,01/24/2017
8961,Celta Vigo,a17,Sub,17,01/31/2017
8965,Stade Brestois,a7,Sub,23,07/15/2013
8969,Spartak Moscow,a25,Res,40,01/01/2012
8971,Esbjerg fB,a17,Sub,8,07/01/2013
8972,Go Ahead Eagles,a10,ST,19,07/01/2016
8973,KVC Westerlo,a10,Sub,2,07/13/2016
8974,Sparta R'dam,a10,Sub,14,07/01/2016
8975,SK Sturm Graz,a18,Sub,11,08/31/2016
8976,SV Ried,a18,CAM,7,08/31/2016
8977,RB Salzburg,a18,Sub,1,07/01/2015
8978,Spal,a8,LCM,4,07/14/2016
8979,Mar del Plata,a5,Sub,20,07/01/2016
8980,La Spezia,a5,Sub,3,08/12/2014
8981,Bah a Blanca,a5,LDM,18,07/01/2014
8982,SJ Earthquakes,a5,Sub,15,01/13/2016
8983,Bah a Blanca,a5,RB,3,07/01/2008
8984,G. La Plata,a5,Res,20,07/01/2009
8985,FC Midtjylland,a17,Sub,5,01/30/2017
8986,AC Ajaccio,a7,LDM,13,07/18/2016
8987,Stade Lavallois,a7,CB,8,06/10/2014
8988,Sparta R'dam,a10,CDM,8,07/01/2015
8989,Piast Gliwice,a12,Sub,15,01/27/2015
8990,Malm FF,a21,LCM,5,06/01/2013
8991,Willem II,a10,Sub,3,07/01/2013
8992,Stade de Reims,a7,LDM,8,07/11/2016
8993,Jagiellonia,a12,Sub,11,02/15/2015
8994,Roda JC,a10,Sub,20,01/01/2013
8995,Belgrano,a5,Sub,4,01/01/2013
8996,Fl. Varela,a5,Sub,16,07/02/2013
8997,Belgrano,a5,RCB,6,07/23/2014
8998,Rafaela,a5,RCB,20,07/25/2016
8999,Molde FK,a33,LM,11,05/01/2013
9000,Tigre,a5,RDM,26,04/11/2012
9001,Mar del Plata,a5,Sub,15,07/28/2014
9003,Depor. Iquique,a13,Sub,10,01/01/2013
9004,Godoy Cruz,a5,Sub,25,07/01/2012
9005,Depor. Iquique,a13,LB,14,01/01/2009
9006,CD Cobresal,a13,RDM,23,07/01/2013
9007,Bah a Blanca,a5,LM,7,07/29/2012
9008,CD O'Higgins,a13,Sub,22,06/18/2015
9009,Deportes Temuco,a13,Res,9,06/12/2016
9010,CD Everton,a5,Sub,18,01/18/2017
9011,San Juan,a5,RWB,4,07/04/2014
9012,G. La Plata,a5,Res,11,07/19/2013
9013,Lans,a5,Sub,12,08/01/2011
9014,Uni. Concepcin,a13,LB,19,05/24/2015
9015,Wanderers,a13,Sub,11,07/01/2013
9016,San Luis,a13,Sub,10,08/03/2016
9017,CD Antofagasta,a13,LCM,16,06/07/2016
9018,Deportes Temuco,a13,RB,3,06/01/2016
9019,Deportivo Pasto,a14,LM,10,01/10/2017
9020,Åguilas Doradas,a14,LM,11,07/01/2016
9021,La Equidad,a14,Sub,15,01/31/2015
9022,Jaguares,a14,Sub,26,07/01/2016
9023,CD Palestino,a13,GK,1,01/01/2011
9024,CD Palestino,a13,LDM,17,01/01/2013
9025,Cortulu ,a14,RCB,25,01/20/2017
9026,Junior,a14,Sub,24,01/01/2015
9027,Millonarios,a14,LCM,17,12/20/2016
9028,Al. Petrolera,a14,Sub,5,01/01/2013
9029,CD Everton,a13,LB,28,07/25/2013
9030,CD Everton,a13,Sub,29,07/25/2013
9031,San Luis,a13,ST,9,06/03/2015
9032,Jaguares,a14,Sub,13,01/20/2017
9033,Jaguares,a14,Sub,15,01/01/2013
9034,Puebla,a11,Sub,20,01/01/2016
9035,Deportivo Pasto,a14,RDM,8,12/24/2016
9036,Once Caldas,a14,RB,22,01/05/2015
9037,Deportes Tolima,a14,RCB,16,01/01/2013
9038,Cortulu ,a14,Sub,11,01/01/2013
9040,Indep. Medell n,a14,Res,27,06/23/2015
9041,FC Sion,a25,GK,1,02/01/2016
9042,SnderjyskE,a17,ST,17,07/04/2016
9043,Brndby IF,a37,RCM,18,04/28/2013
9044,Partick Thistle,a30,RM,10,07/01/2016
9045,Lechia Gdask,a12,Sub,41,01/28/2014
9046,Montreal Impact,a44,Res,5,01/27/2017
9047,FC Sochaux,a39,LCB,4,08/22/2015
9048,Genlerbirlii,a21,Sub,14,01/06/2017
9049,Colorado Rapids,a26,Sub,17,01/14/2013
9051,Wolves,a24,Sub,14,01/31/2013
9054,Waasl. Beveren,a4,Sub,3,07/01/2016
9055,RC Lens,a7,LM,11,07/02/2016
9056,UCAM Murcia,a1,Res,8,01/11/2017
9057,Nott'm Forest,a9,CAM,16,01/31/2017
9058,Whitecaps FC,a26,Sub,19,01/01/2013
9059,Malm FF,a21,Sub,2,12/01/2012
9060,Karlsruher SC,a2,RCB,17,01/27/2016
9061,Hearts,a30,Sub,14,02/01/2016
9062,Colchester,a30,Sub,24,07/08/2016
9063,Deportivo Pasto,a14,Sub,23,01/05/2017
9064,Elche CF,a1,Sub,26,08/06/2016
9065,KV Mechelen,a4,Sub,30,07/01/2012
9066,Quertaro,a15,RB,28,01/01/2012
9067,Free Agents,a45,Res,99,01/01/2012
9068,Athletic Bilbao,a1,Res,33,07/12/2016
9069,Guadalajara,a15,Sub,25,10/01/2012
9071,OGC Nice,a7,Res,12,10/01/2012
9073,Sevilla Atlt.,a1,Sub,15,07/21/2016
9074,VfL Bochum,a2,LM,36,07/01/2015
9075,Erzgebirge Aue,a2,Sub,17,07/01/2015
9076,Belenenses,a6,Res,11,08/12/2015
9077,Sheffield Utd,a40,Sub,9,08/30/2016
9078,Orlando Pirates,a37,Sub,31,08/18/2013
9079,BSC Young Boys,a18,RCM,6,05/01/2012
9080,Latina,a1,RCB,4,07/01/2012
9081,C diz C.F.,a1,Res,20,07/15/2016
9082,Pisa,a8,Sub,21,08/04/2014
9083,FC Ufa,a25,Sub,45,02/20/2017
9084,UCAM Murcia,a1,CAM,11,07/06/2014
9086,PEC Zwolle,a17,ST,44,08/21/2015
9087,Real Zaragoza,a39,Sub,15,08/31/2016
9088,Frosinone,a8,RM,29,02/01/2016
9089,Salerno,a8,RW,19,07/02/2013
9092,Valencia CF,a1,Res,29,08/01/2012
9093,Waasl. Beveren,a4,Res,28,01/23/2015
9094,Nacional,a6,Sub,22,07/01/2012
9095,Arminia Bielefeld,a18,Sub,19,07/01/2016
9096,SK Sturm Graz,a23,LB,14,07/16/2015
9097,Bayer 04,a2,Res,36,07/01/2012
9099,SK Rapid Wien,a18,Sub,29,02/01/2016
9103,Toluca,a15,Res,33,01/01/2012
9104,Excelsior,a10,Sub,9,07/08/2016
9105,Chaves,a3,Sub,29,01/01/2017
9106,Sparta R'dam,a38,LW,11,07/01/2016
9107,Willem II,a10,RB,24,07/01/2015
9108,WS Wanderers,a38,GK,20,01/04/2017
9109,Roda JC,a10,RM,17,07/01/2016
9111,Inverness CT,a9,RCB,5,07/01/2012
9112,Piast Gliwice,a12,RCM,9,07/01/2011
